Convolution_result,Length_between_ankles
253042.16,0.07128557
347246.72,0.07717563
259675.1,0.070152101
272116.3,0.076511291
340948.75,0.085873501
424513.7,0.083909158
235553.11,0.076931011
111770.11,0.0563598
328506.94,0.041200442
273716,0.053981564
302649.6,0.088568659
243421.42,0.101207858
237491.83,0.103759772
237432.11,0.099231006
274122.88,0.092618637
382693.38,0.081785807
326203.5,0.083367427
221486.14,0.095769532
286041.44,0.09433295
407733.66,0.080183342
409415.16,0.013630963
704907.94,0.020698898
850065.3,0.061511264
1287296,0.13373707
1392518,0.147764196
1596864.5,0.155573852
1279902.4,0.135149934
1178710.9,0.112062821
1150579.4,0.120045931
1050707,0.126220327
1008962.06,0.124229874
924540.56,0.088482699
854538.75,0.068204134
988716.6,0.043041611
948352,0.011587462
882542.5,0.027043277
638116.8,0.040267317
342868.06,0.039805907
167942.02,0.059233166
107062.73,0.076160065
140983.02,0.075581477
207109.95,0.069018544
271812.56,0.055437394
487278.28,0.042165087
504918.62,0.031189862
550487.44,0.040734801
711594.4,0.05487044
494460,0.070267974
362319.8,0.071561587
489585.84,0.066216983
684254.56,0.055311578
846651.9,0.053849002
773162.2,0.062580464
771490.8,0.071770321
751781.25,0.06912549
800588.56,0.065350153
741050.1,0.06020301
561973.75,0.047542721
540650.8,0.039180171
511042.03,0.057592151
307036.2,0.07209113
205533.22,0.073684069
221502.36,0.073566308
364157.78,0.078084531
290803.22,0.071183761
264983.88,0.079350555
331287.78,0.087704826
322465.44,0.085452872
240226.88,0.075511081
121745.79,0.059103649
314007.56,0.041557971
271467.22,0.05132078
298385.78,0.087044713
232556.6,0.099932865
247919.28,0.104812814
247841.25,0.098245587
247262.28,0.091712496
364509.9,0.080326559
326887.75,0.082412488
218360.56,0.095165032
295867.16,0.093494514
405717.38,0.076016901
401861.38,0.015336974
678652.56,0.02144644
826273.75,0.044406009
1241858.5,0.125770915
1344324.8,0.144449011
1519064,0.157366082
1211056.2,0.142590569
1154297.5,0.116382364
1134318,0.120550039
1075101.2,0.124990527
1001683.3,0.121883318
936366.56,0.086681663
829744.9,0.064444213
522085.88,0.038485914
570537.44,0.039583517
805847.9,0.062312253
766015.4,0.099281914
906426.7,0.142979926
881425.9,0.15290779
867527.3,0.165286536
1108221.6,0.166140614
1075710,0.173917114
1046984.25,0.169308902
1190056.6,0.168450262
1070977.5,0.095721619
1054876,0.043186127
1172053.6,0.03636397
1582470.2,0.035104161
343636.9,0.035144661
311846,0.044661816
272008.22,0.078751942
337454.25,0.094427495
376105.7,0.088544645
247497.23,0.077772006
98684.96,0.058258334
333015.94,0.042952619
285049.1,0.053986764
305566.06,0.091413768
249794.22,0.101408045
245232.34,0.099987831
267868.88,0.09846601
259192.31,0.092942625
366809.72,0.081824469
323537.34,0.081945083
211341.02,0.09721115
287840.94,0.095365185
403188.62,0.082759771
419633.16,0.020321389
728308.25,0.021602849
879186.75,0.066796477
1293236.1,0.125213494
1379033.9,0.149176564
1536252,0.157244002
1231553.9,0.136740171
1149358.4,0.112897726
1158964.8,0.119170488
1097293.8,0.124038283
1018994,0.124405314
944952.75,0.102796375
868478.56,0.071887425
542669.94,0.037921738
583575.75,0.032676308
891130.75,0.054900855
794120.4,0.065928501
895344.44,0.116186391
873938.5,0.151035882
893051.5,0.161488268
1066117.9,0.162680458
1098618.5,0.172212885
1081150.6,0.168687336
1242992.5,0.165724239
1082400.2,0.057968424
1082658.2,0.040053499
1198102.6,0.029691063
1615240.6,0.022326472
1782920.5,0.122973092
1700321.6,0.208899256
1497801.2,0.258283444
1269733.4,0.219115829
1181842,0.250825622
1196696.8,0.077528454
1101086.6,0.053749181
1034289,0.020463624
1168791.8,0.078303279
1369133.6,0.040554478
1570406.2,0.021652534
1449027.8,0.08790514
1484610.8,0.082486838
1257692.8,0.097841142
1171954,0.079282633
1244569.2,0.04341959
1103655.2,0.008807643
1016144.8,0.085905484
982088.1,0.129061755
1092000.9,0.170309669
957030.5,0.197022495
914989.25,0.18555813
1079453.6,0.157262528
1039152.1,0.147800342
830226.94,0.116563001
810466,0.10448706
734099.44,0.083552032
626518.9,0.108959043
609645.25,0.105397128
597524.25,0.099788175
956322.56,0.005261217
138535.4,0.003248025
94262.91,0.012317919
55195.8,0.022376744
1418.5096,0.015996356
80240.01,0.063176264
55200.766,0.064762168
134493.9,0.065717533
26256.498,0.067039044
45332.13,0.066919102
3912.1804,0.065640598
101031.54,0.055923999
59816.137,0.047461554
49510.637,0.041242761
64810.88,0.0244862
32776.73,0.037202065
6098.297,0.038752501
113491.1,0.024350478
30029.824,0.022063707
104417.016,0.027301666
32671.748,0.021587818
47506.438,0.045229053
4591.237,0.046376941
75335.41,0.030867426
49744.168,0.015997378
35788.266,0.015932219
79949.35,0.013871966
72630.81,0.006812785
2200.2832,0.010528418
78830.01,0.0222871
35596.496,0.021896378
86278.12,0.03141648
40575.68,0.032356263
30083.758,0.031098828
6129.5156,0.032684298
44093.14,0.042763126
35628.71,0.012329477
52546.703,0.054524467
18729.674,0.071713549
47947.637,0.074381495
214.69806,0.077557919
98705.65,0.080685253
69157.734,0.075543763
80693.69,0.053318059
115872.45,0.010443914
92915.32,0.105194508
130509.64,0.125390274
88740.46,0.130574571
96598.08,0.159423201
97773.75,0.165472493
102863.19,0.165076885
108460.37,0.168601062
114494.36,0.169715877
90500.9,0.166687721
147096.6,0.162069865
146203.98,0.149425455
122555.734,0.13569715
164134.81,0.113327706
115584.99,0.067382144
117851.664,0.042856346
136578.81,0.060977795
111454.31,0.120575034
167145.83,0.176977967
167057.34,0.062366329
164252.84,0.075329169
143962.9,0.134354748
153155.45,0.146484581
159428.61,0.072405689
175448.33,0.057124378
178504.39,0.025194609
212115.5,0.022485986
242340.6,0.005643166
340968.12,0.036868981
364176.56,0.090337517
437147.22,0.037651496
422039.94,0.125588282
381668.44,0.143950609
649529.5,0.036122311
253961.72,0.029921968
222534.44,0.019002771
311712.78,0.06063037
193406.75,0.110567776
199271.4,0.081920784
937128.75,0.02833241
686722.75,0.030000789
757791.25,0.015099705
642135.06,0.06583227
597125.06,0.00150746
198918.11,0.003314232
206946.1,0.005084354
109710.1,0.088469426
158420.17,0.086351429
156465.98,0.011719201
346114.94,0.039564621
392537.34,0.007025906
380970.22,0.019516014
599277.9,0.05733621
516580.88,0.072960846
574348.75,0.070901001
470324.75,0.015349481
339979.78,0.032242802
444184.72,0.018016995
344641.9,0.011647677
341419.47,0.028380606
288064.28,0.049181068
335626.38,0.023784282
271692.12,0.006246431
102307.78,0.014919236
126713.664,0.020556378
107489.914,0.006342766
92443.57,0.008525798
90357.52,0.006006467
68536.76,0.002350114
83391.875,0.02278334
94228.3,0.002258809
85197.49,0.013518523
56897.004,0.012005567
61803.664,0.017808288
510404.75,0.019103116
431053.56,0.025679991
321115.03,0.025873904
1012376.25,0.046164807
1889317,0.055407737
194269.42,0.046617928
34309.66,0.043673869
40497.047,0.042583846
8055.4375,0.046018422
154459.64,0.248344191
23546.594,0.237707773
54709.914,0.223355073
65824.91,0.184826816
43245.66,0.026826658
39431.234,0.030010576
29329.785,0.024130797
58703.94,0.006328036
66684.09,0.011029192
49974.152,0.005893045
39929.797,0.024082222
39581.086,0.009830011
9782.559,0.007693971
146237.1,0.03989612
40910.844,0.021847173
7016.1177,0.015092442
24434.502,0.01256803
25826.215,0.037808883
28000.768,0.035625911
59356.63,0.034957393
45298.44,0.031892744
7035.591,0.034581328
43971.87,0.006401128
70215.9,0.024805637
31577.691,0.035292562
50620.746,0.013881161
37475.566,0.022185846
3061.647,0.011986262
33414.676,0.018057944
42618.133,0.022459903
34786.047,0.017211589
27986.988,0.01540869
29833.525,0.019822229
10418.486,0.010000722
42613.25,0.011555311
58932.035,0.012706913
35660.297,0.01359281
34003.254,0.007710336
49704.395,0.012178075
2479.0088,0.018972776
21547.033,0.020336511
23620.3,0.01642257
44911.016,0.016189306
26572.523,0.019604342
31148.754,0.012890778
4363.7773,0.021660441
24981.203,0.019905876
32911.074,0.030067142
66890.05,0.014304161
32385.598,0.008211208
33943.066,0.00822547
1512.7697,0.010327277
35971.055,0.009808827
36806.28,0.014767759
34983.258,0.021937309
1540.6664,0.023659148
19701.701,0.011819874
18258.543,0.011535635
197988.61,0.025212352
27971.26,0.112369366
59746.203,0.099400926
113411.125,0.036043606
119167.2,0.012926033
664.10455,0.012080095
25317.014,0.013324373
214797.12,0.036132173
457875.22,0.008857666
256576.48,0.030924458
83012.37,0.021782122
24902.006,0.054859666
69960.1,0.047579493
62154.18,0.021829881
80939.05,0.093481923
71828.836,0.178612289
72217.85,0.024397149
7959.8027,0.041856274
92048.84,0.043869777
90694.26,0.04483853
87048.05,0.047128991
54071.01,0.047515422
72358.625,0.046770176
8317.159,0.056580852
58845.504,0.051702418
325725.6,0.078603508
89833.96,0.078686691
17697.627,0.078718702
71520.7,0.080018764
77561.54,0.02615731
88428.37,0.058883252
55533.117,0.065601879
69604.41,0.116899882
4458.136,0.123486874
84210.32,0.111396504
70413.88,0.108125279
85012.82,0.11826138
100202.234,0.110692292
111661.555,0.113887782
8584.952,0.120079482
85963.34,0.125480793
2167849.8,0.051447249
594130.2,0.040946557
135485.02,0.053287494
133406.31,0.040704644
315432.1,0.031213657
4360.0195,0.022288005
478511.1,0.032130176
55469.277,0.01683906
38576.387,0.188138139
38528.594,0.20248179
458777.28,0.097654611
214552.94,0.092289439
9502.88,0.075798707
173161.4,0.083742011
168453.58,0.045090855
236471.62,0.03779081
149170.64,0.027874237
169633,0.036296542
10134.481,0.012373954
169421.08,0.049615885
138923.39,0.022886559
172038.97,0.094556224
134580.83,0.122830447
131468.55,0.13232631
8500.169,0.127537394
228303.03,0.127540051
147872.25,0.11149888
118411.16,0.083592299
148921.36,0.0817294
10351.8,0.090588262
163463.72,0.073303889
126803.555,0.034280763
96130.44,0.033333223
101591.32,0.045872118
16064.184,0.048091518
97466,0.022715692
97623.984,0.014867041
100904.66,0.036792684
157772.22,0.048203104
7358.2817,0.011901273
102621.96,0.039812963
114655.43,0.048159133
115138.02,0.032165962
163764.53,0.01218994
16567.996,0.036216407
103292.984,0.013253012
367228.28,0.040115793
8096.69,0.093473081
481577.5,0.013741235
101122.03,0.425006685
502499.1,0.154779837
168176.4,0.176094405
555003.75,0.009132079
3717.6604,0.013911185
418990.16,0.016583101
611522.25,0.02047844
874069.7,0.026580021
721523.5,0.021497737
611587.25,0.0354978
2239988,0.021802682
616503.8,0.012689211
655374.7,0.064655147
637806.7,0.074488611
38316.53,0.076295477
630271.25,0.0785774
590264.9,0.06592169
731984.7,0.049972046
1778845.1,0.045337806
30840.486,0.042822992
953662.44,0.034376609
696912.4,0.056848966
685557.3,0.108751182
581626.56,0.10477575
703587.2,0.094218761
35507.184,0.085999862
617052.56,0.058657201
516008.62,0.039537544
595040.4,0.027236652
2498768,0.038079164
1319971.6,0.105992296
695904.8,0.107290734
27580.19,0.108086406
731189.44,0.100067762
1176786.9,0.067303973
474205.22,0.060508439
1293493.4,0.412660915
634089.7,0.242805639
536279.1,0.066763779
552296.9,0.082043605
440501.78,0.069442958
432948.06,0.048620346
2427924.8,0.122254648
318543.44,0.014291928
118277.42,0.013862465
99201.39,0.01419991
122787.12,0.017491204
136915.77,0.024302176
176351.48,0.001819499
249685.81,0.03285621
90953.95,0.042318859
67500.77,0.029257447
64177.242,0.04620924
75063.05,0.03870546
79916.41,0.089980205
330032.28,0.02346025
223399.73,0.068154576
84291.16,0.244933905
63815.426,0.311396167
49972.926,0.215230087
42675.367,0.133357735
34190.58,0.132894474
41177.82,0.080519857
38636.73,0.070450311
53157.305,0.077899848
34579.617,0.030382334
41797.715,0.068794082
55750.99,0.138712712
38146.547,0.109427508
37177.63,0.119598371
39848.26,0.215269469
27007.852,0.182786443
31093.389,0.105941121
27831.371,0.117429653
89041.11,0.017969663
47900.566,0.023096908
33473.027,0.099252313
28452.316,0.14677885
22654.373,0.110472767
29478.8,0.068854763
21483.492,0.013606465
31315.451,0.032557402
20734.547,0.072582527
24999.215,0.06597394
13548.267,0.042196501
15707.225,0.020162963
42208.91,0.030643178
26294.3,0.012792042
29632.969,0.011008263
15917.715,0.010487893
13299.871,0.002919563
73906.71,0.056990157
34000.66,0.027751897
15571.816,0.022151724
8666.899,0.022134109
32119.268,0.014363732
19938.47,0.017873518
16717.727,0.022333501
16078.083,0.021402626
6708.0713,0.021378508
75076.305,0.057086055
104193.945,0.030128643
64287.35,0.036285803
200300.19,0.089323253
40944.934,0.041647218
49001,0.078954227
49224.46,0.079568227
44656.08,0.074365558
34194.887,0.093006567
34852.363,0.097806068
37880.695,0.095565391
30115.71,0.100801517
25158.873,0.079520286
30404.307,0.087437079
43637.01,0.032527181
33802.742,0.02801689
28629.215,0.031721298
29830,0.031492739
45771.656,0.036625602
33125.484,0.058555901
23982.736,0.062427039
23945.21,0.084483284
25014.02,0.120305251
20194.98,0.103529848
27037.432,0.06984094
17406.352,0.052043601
204165.97,0.020372069
12613.57,0.019465518
34310.902,0.012686959
20714.514,0.02261458
21819.746,0.04038804
20393.605,0.019619535
12541.02,0.016165796
14769.739,0.021746853
8609.755,0.020211285
6926.0107,0.056615653
11142.923,0.081124261
7869.1406,0.037422848
24860.566,0.023428336
9233.07,0.019530261
32154.47,0.016975343
20825.055,0.022167546
15346.823,0.019628157
13609.73,0.03505819
4434.433,0.046316437
11514.328,0.033961042
7727.302,0.045861507
4047.0737,0.050668947
5483.642,0.052159575
4806.06,0.032560293
6761.7397,0.034226604
7297.146,0.030287329
19581.043,0.01468053
16967.457,0.034638594
3477.776,0.044399136
3694.638,0.095619389
3186.5435,0.094651857
6115.2095,0.080501894
224323.77,0.148050165
293617,0.033473012
122050.26,0.024286477
146798.44,0.013954131
133907.52,0.016635569
149635.56,0.012826213
191728.03,0.008912103
183819.9,0.011623551
211514.69,0.014857511
177944.52,0.020014355
138528.03,0.026204871
129767.25,0.022271669
156238.17,0.04160624
234765.52,0.057709019
154149.97,0.055029994
127069.97,0.034675077
82493.98,0.018601344
202077.73,0.03150342
94073.51,0.029985745
73364.63,0.026917243
105086.2,0.012503504
130559.91,0.015523623
126144.79,0.033747934
80893.69,0.025476744
180882.14,0.123617679
80089.8,0.013102374
47825.133,0.069643271
95394.33,0.105432669
214823.45,0.020422045
353177.88,0.029140949
47127.707,0.042437973
46340.406,0.024427383
56545.164,0.019346038
52235.582,0.027195332
65326.664,0.033766156
40253.996,0.035815724
50806.785,0.030012988
51966.332,0.015654437
39677.547,0.021376937
44435.395,0.025671917
55914.613,0.018183382
33417.34,0.016998637
39560.957,0.018417131
44917.848,0.018794331
38966.64,0.025953558
38490.754,0.031357845
30386.14,0.035704737
28704.639,0.042660477
17713.215,0.044039984
79814.83,0.076983089
92301.12,0.076796519
33231.516,0.00493023
30768.676,0.029212751
19337.37,0.027265748
49085.316,0.016421063
3617.8167,0.001963205
17110.285,0.131270576
264280.03,0.164258703
290130,0.154592429
264248.88,0.179246868
194219.34,0.147654089
174833.36,0.175316964
185899.45,0.186350486
229535.52,0.277493476
239764.61,0.16726107
14004.019,0.134292361
197824.53,0.070744057
191594.78,0.039076651
194141.62,0.038114287
199922.5,0.119242562
213847.2,0.108866414
220294.73,0.162492448
193681.67,0.179031967
214424.5,0.159549697
288341.47,0.121068359
92435.21,0.138554159
108762.84,0.134640887
121469.984,0.196030663
108629.17,0.114614666
123125.36,0.056961776
117069.414,0.013740282
100601.42,0.008109956
58140.1,0.029699998
60635.426,0.043492774
68388.6,0.049796189
4919.9775,0.060931255
81388.836,0.064411269
87393.914,0.092073407
59760.78,0.084490899
39253.953,0.085638676
63480.414,0.07741024
55409.895,0.085299447
50679.734,0.091623555
48369.805,0.092789641
77752.54,0.075380101
46006.574,0.033638514
34686.57,0.010616496
32691.785,0.030855091
29961.422,0.058654733
36760.977,0.075012791
42390.266,0.072449992
39002.184,0.070218155
38453.113,0.056815216
33733.94,0.051336848
10773.823,0.054403331
36794.426,0.077886299
21885.957,0.078781553
24470.697,0.078473711
30947.135,0.058198611
24173.271,0.036873091
41041.164,0.019921819
34832.92,0.01322527
22038.373,0.022205744
24049.072,0.011979145
26079.125,0.052579728
51898.23,0.051125758
34551.473,0.046238598
20473.809,0.041147704
18242.014,0.048777362
15560.338,0.040407268
13385.912,0.059104724
18688.78,0.081281804
18569.725,0.071494911
15517.173,0.040101767
10728.106,0.022469971
14086.507,0.02276906
16990.12,0.00738113
14015.724,0.025144021
29629.967,0.044463509
17181.049,0.037234461
11672.668,0.04811279
18701.207,0.027495319
103562.7,0.090960363
58594.36,0.110525443
89471.65,0.10499952
75135.36,0.094771177
62881.836,0.080352588
42187.883,0.071129458
51949.125,0.083663977
7547.5024,0.082518745
59034.066,0.096114459
47021.086,0.124733385
43893.656,0.091062415
80500.38,0.072717153
48347.023,0.023391627
28214.514,0.026150456
27015.73,0.039176445
30797.637,0.075558803
38120.324,0.07667157
37014.65,0.075987472
28190.549,0.066363133
39991.9,0.062486752
32625.248,0.050798336
33157.895,0.062650705
28659.182,0.066222588
18742.07,0.055651928
25999.152,0.072191693
37639.258,0.044405048
33791.336,0.019865045
7911.905,0.020853899
41895.707,0.00725924
17513.395,0.033877238
25974.053,0.06701947
18216.475,0.072175173
49133.08,0.058194418
27653.164,0.049333839
22924.893,0.042232176
26516.082,0.049476181
28105.418,0.0433251
14552.639,0.058792421
18841.244,0.050950943
18015.424,0.04011271
12149.307,0.02440144
13995.368,0.014930757
25119.87,0.009203766
15833.421,0.030830551
26110.166,0.049382706
21904.33,0.038019984
6707.5356,0.050588046
26905.18,0.054109461
15463.497,0.039378172
11812.854,0.021181173
175942.56,0.119280392
155836.88,0.137219797
243541.19,0.211454016
142536.83,0.152503056
156145.52,0.141865042
120412.47,0.13917112
152217.7,0.057899241
132726.72,0.01373081
2896.4321,0.020247881
125932.63,0.069121593
114239.98,0.087822852
122223.42,0.123853795
131387.77,0.075276889
158749.77,0.116745319
117145.61,0.085854568
95905.695,0.101922309
67155.055,0.108673626
48681.477,0.132040419
57508.5,0.130676376
81286.1,0.075596044
92806.42,0.08259093
76485.805,0.05598955
182617.92,0.027147636
62003.74,0.068668046
58251.758,0.087001175
55529.598,0.100527798
51914.04,0.085814956
66081.484,0.072925108
5996.159,0.068692199
62747.855,0.062410555
38051.223,0.062930298
44813.836,0.056583991
32736.844,0.074235035
42390.617,0.069379064
36740.363,0.026182896
38739.04,0.015226525
42545.242,0.007300668
39958.992,0.023098992
31641.545,0.065250712
38641.113,0.073027955
40656.625,0.079717862
57565.12,0.065816034
33264.28,0.053117345
41993.934,0.051584949
22479.488,0.062685637
20920.953,0.048140593
19493.783,0.042968929
15087.272,0.051875298
27973.346,0.048721387
25131.828,0.043633035
28770.594,0.043241047
22396.15,0.03598426
12889.101,0.022856373
45218.207,0.042525232
15086.094,0.037108799
19698.04,0.066222959
20710.875,0.045805823
36386.473,0.043171281
22715.709,0.031278814
28880.922,0.039687081
33408.883,0.044503593
32706.197,0.039089878
16306.66,0.050300066
31664.213,0.04422089
316610.1,0.05317017
231225.58,0.079693314
355447.12,0.077777972
456878.16,0.06821245
675728.9,0.053432065
625120.5,0.054257827
606517.9,0.064421135
507356.5,0.045420995
357902.2,0.020806419
190420.02,0.01617721
230600.73,0.012461006
196362.53,0.011378974
220748.58,0.024797237
274031.6,0.03446108
204268.34,0.08895977
183657.8,0.125706594
456488.94,0.103016632
266544.34,0.075489966
480296.8,0.059765034
516051.47,0.024840494
409749.06,0.036314555
532971.3,0.033637987
306525.28,0.023207259
260177.3,0.023908073
326834.4,0.038444656
268318.4,0.069389618
312134.53,0.075528134
292943.78,0.103220347
257532.2,0.108999676
176604.88,0.051600353
195794.12,0.06797633
332407.94,0.051354551
419518.88,0.012731737
316242.56,0.002452476
618019.3,0.007880966
2558040.2,0.16674808
1399248.1,0.126290014
1376455,0.119960597
1126970.1,0.04470165
1886651.6,0.006709604
1291496.9,0.097412298
4914736,0.179221292
1242951.9,0.128580332
1206329.8,0.117846413
1005681.44,0.045323986
990151.8,0.048764555
855389.2,0.114887128
793625.56,0.051650256
3378502.2,0.095986718
1221598.8,0.103535633
1176814.8,0.10377076
5024446.5,0.151133483
851613.06,0.174697687
2454467.8,0.040687822
3608076.8,0.202436746
1044714.5,0.180023978
9003.649,0.018076496
873713.06,0.056205417
4415447.5,0.020930995
4231266,0.102640123
834784.94,0.161030774
870119.3,0.133795479
3447489.5,0.074692403
767606.44,0.143167162
67573.64,0.086850927
83039.7,0.07254657
12758.787,0.063189047
41259.684,0.060200704
86213.125,0.063745747
2515.881,0.064421802
84806.54,0.070037276
4804.724,0.070944876
131226.52,0.059718388
133454.81,0.054141468
13893.276,0.054558757
235120,0.071374682
15275.981,0.061454627
6645.0713,0.058046643
311523.97,0.066250279
254074.98,0.065481208
5665.0957,0.072530774
106071.16,0.069022199
3859.3372,0.068061872
1182.9102,0.067259652
268953.9,0.072961286
1486.8331,0.070011291
122890.06,0.068851391
6474.499,0.07090637
117656.84,0.071244643
10124.35,0.072865214
144343.58,0.06951074
4957.337,0.067237689
66724.51,0.063203127
1717.8693,0.061801234
71063.06,0.065612295
203792.73,0.06464045
255081.06,0.071822293
8080.6,0.063063083
14296.115,0.063902098
154402.53,0.063393479
13788.274,0.064262448
148003.48,0.065776002
535931.56,0.08084825
8417.509,0.083600129
275520.28,0.081504134
2929.2625,0.082939987
217802.6,0.09239336
2764.3574,0.094308197
142733,0.095467617
1979.2478,0.097449275
139380.95,0.092738958
4468.1675,0.089407576
101988.516,0.080985257
7623.748,0.082627498
51225.59,0.096140678
4011.1877,0.100795115
62261.02,0.09301417
125656.26,0.089840878
186371.61,0.098568731
6014.9517,0.096284959
341010.34,0.089629388
2565.7512,0.085530274
186124.02,0.08866865
8081.4785,0.08639558
195280.45,0.082802679
504912.22,0.088286396
9659.454,0.083130588
251752.5,0.085740157
9570.91,0.095875516
150449.16,0.09106924
2205.1228,0.095911146
71370.06,0.091040225
4835.869,0.099673448
72058.7,0.085733806
11454.867,0.084540472
76086.695,0.08020228
63715.86,0.080019621
6284.261,0.080749814
3453.002,0.081168861
49402.613,0.079885918
85638.914,0.064576177
79929.08,0.062405121
18426.64,0.080791707
8687.29,0.065410588
97678.92,0.066160696
1976.6772,0.066377126
126734.05,0.06476201
15638.585,0.070719681
202573.52,0.066628855
2315.412,0.066859708
317403.84,0.066701289
2778.57,0.066817277
297554,0.069534298
240617.48,0.076020731
11067.681,0.077629687
181904.16,0.092199004
3305.981,0.07695249
3466.2986,0.076046809
112425.64,0.075632201
110170.11,0.072790483
3008.442,0.069774442
118884.07,0.070495505
3309.982,0.069201992
3392.3716,0.06889974
123400.52,0.07641844
14367.527,0.079652623
139876.8,0.058808728
248.67703,0.05473528
208997.4,0.055628589
1958.9353,0.051816029
282030.88,0.054588586
5388.6724,0.054960044
261835.17,0.06373703
758.15857,0.067483071
415174.16,0.067386255
4944.4243,0.067794993
221433.69,0.073634465
5621.4595,0.080565392
89726.07,0.082712527
3692.7637,0.084097547
72866.91,0.085610014
137635.7,0.081997345
95745.64,0.080665491
2882843.8,0.066855702
1434.8365,0.06919475
2723649.8,0.048205669
2250353,0.017467948
1942910.6,0.03661366
1443317.5,0.043941439
600016.9,0.07929362
369262.28,0.041788731
13318.264,0.040619814
263086.72,0.123018955
228606.58,0.024582407
250730.8,0.027616212
357916.75,0.069074245
290429.5,0.052681935
18099.145,0.054763872
358074.47,0.069677382
308416.28,0.058407866
304429.16,0.033833015
352178.16,0.013341085
396899.88,0.016543921
27063.176,0.029536496
434587.75,0.036715835
444112.78,0.032371797
589547.1,0.03373732
635184.94,0.050461332
713224.75,0.031300364
11125.277,0.030407485
678047.06,0.014938816
596408.7,0.036990258
608952.8,0.014429382
523527.7,0.026109945
587060.3,0.035972152
58531.535,0.03293112
658282.94,0.025824212
742094.2,0.063625476
698617.44,0.016784875
668355.06,0.014478233
677404.7,0.04455453
50899.105,0.063400765
553862.94,0.035916283
541988.94,0.05505024
500522.38,0.045438982
418778.34,0.031409311
2579647.8,0.013555441
15054.633,0.010163156
374956.62,0.012466944
307425.44,0.031874935
1863122,0.012322282
223488.97,0.012212567
10925.678,0.012174724
443305.84,0.018247724
1495989,0.011399777
248759.2,0.019502471
262430.22,0.027487
17399.674,0.026324007
331615.6,0.012714933
388836.8,0.023887175
456504.38,0.012516974
308073.1,0.360670524
225568.97,0.126776147
289282.47,0.165487284
2060979.4,0.063783095
547357.2,0.044612981
380367.1,0.037945627
830770.4,0.018179279
580970.75,0.124964303
714904.7,0.017553643
631608.1,0.117231756
229476.58,0.171270432
446252.16,0.043132398
10916.519,0.041457493
479705.12,0.247064442
160448.45,0.285853759
215314.1,0.264901918
12573.202,0.306014306
210688.31,0.288812212
236739.53,0.083714652
293896.06,0.121306576
263568.44,0.100065165
440299.06,0.09248692
2321493,0.051756019
32949.445,0.057388077
61381.9,0.05553102
36554.72,0.058911835
57902.266,0.048658398
4281.447,0.051602317
91485.695,0.04354976
49212.266,0.041369877
76641.03,0.052628983
114660.12,0.055279635
71752.83,0.060917795
8319.572,0.063678954
142462.1,0.053682088
141817.97,0.055384956
158422.16,0.055025716
104426.51,0.056967605
73755.67,0.059351376
7110.3955,0.054400834
65139.887,0.054104226
121914.3,0.045694198
195609.72,0.043969678
600838.94,0.054128491
297216,0.087449134
226080.56,0.067381225
341999.47,0.077536956
845385.94,0.060762923
456891.66,0.086499696
152143.27,0.074512077
191522,0.042394536
374610.06,0.042275979
604302.9,0.068265591
2038518.8,0.062861499
1536769.1,0.091008113
702555.75,0.037790476
1284726.1,0.057388841
802963.75,0.057121956
2424048,0.071222661
3679813.8,0.051712212
1429395.9,0.076171829
1971744.2,0.072394814
1324456.2,0.020485941
2060872.2,0.046463012
230997.22,0.032465544
824632.44,0.011947602
463175.78,0.070718324
239108.12,0.042682653
443862.47,0.01816956
313916.9,0.012327007
223868.1,0.036421243
333677.72,0.050541407
420536.7,0.071270892
1208662.9,0.112691091
1055620.4,0.11932312
174638.64,0.097899739
273181.5,0.068831705
633778.4,0.04355748
677035.4,0.040982617
804986.8,0.035192723
400564.75,0.01865946
1421672.6,0.038744475
1277871.6,0.029595846
476742.78,0.052120454
1106709.8,0.034321439
715099.25,0.052641975
179192.72,0.081530051
970614.44,0.090750537
2549769.8,0.027760039
1772817.8,0.026431513
589215.5,0.061250091
585399.5,0.063422772
2377736.2,0.080752312
1568945.2,0.154686951
279310.56,0.134187926
534744.1,0.086068197
519018.75,0.074442292
1227682.9,0.101893798
383704.2,0.083992729
574095.44,0.065757888
771268.4,0.045069191
310770.12,0.014146448
249733.31,0.010031473
316221.72,0.018317536
506932.8,0.021642122
390742.5,0.038178214
1031864.9,0.024253569
3185692.8,0.083786722
2345080.8,0.056229933
713053.06,0.031585393
998892.6,0.026778463
1370783.1,0.024052174
3606835,0.021982563
1213177.6,0.007639847
2301493.2,0.026083494
1260539.6,0.04057291
1603296.2,0.036035997
1535307.1,0.037084932
280529.47,0.041847126
424273.03,0.047776405
1611876.6,0.041882282
1526923.8,0.049212237
277491.56,0.050161538
422131.75,0.052127482
434425.75,0.065767997
188659.75,0.084278503
269358.12,0.08115011
362088.62,0.060231342
1347537,0.052055688
267734.6,0.037585549
388968.9,0.038612633
426463.44,0.174016332
1286153.9,0.172165559
3206082.2,0.105034732
3002509.5,0.031055573
1900159.2,0.041488863
1965277,0.041701801
2286005.8,0.036319575
1751826.2,0.010528675
1362018.1,0.018938991
809454.44,0.07600866
1312449.8,0.03565694
1203007,0.051802639
304993.28,0.020105788
245376.88,0.055713174
491222.03,0.058090727
696557.25,0.059604097
385302.47,0.051809986
243048.47,0.051322218
587345.5,0.031588724
1275067.9,0.028416608
1111647.4,0.02360355
1271754.9,0.012017516
2551178.2,0.034193012
