File_name,Magnitude,Angle,Shape
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.3998724e-05 4.8998707e-05 5.0882136e-05 ... 5.9945125e-04 3.0126030e-04
 1.3571313e-04]",[6.126945   6.1464853  5.9294624  ... 0.15278207 0.08414406 0.02529556],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[6.3013867e-05 8.5701293e-05 1.2969589e-04 ... 7.4928673e-04 4.9839669e-04
 2.8705617e-04]",[0.52801096 0.5681572  0.6102288  ... 1.9620923  1.9287143  1.9286851 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[6.7418460e-10 9.6271657e-09 3.7017909e-09 ... 2.2253825e-03 1.1364786e-03
 4.8454345e-04]",[4.4149833 6.112871  4.5083356 ... 1.3883644 1.3910959 1.2568197],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[7.5725065e-10 8.8125258e-09 9.0730756e-09 ... 1.7396933e-01 9.4908096e-02
 3.8210697e-02]",[3.311138  6.0921183 3.6194355 ... 1.2300774 1.1277753 1.052555 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.7035148e-05 6.0456256e-05 8.2223232e-05 ... 1.0787264e+01 1.0443065e+01
 1.0549594e+01]",[4.5094876  4.3223953  4.2483582  ... 0.23466074 0.20258243 0.12327517],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[5.7813088e-07 6.6276283e-07 2.7662281e-06 ... 7.1515174e+00 6.4932284e+00
 5.5184374e+00]",[2.1881287 2.2080896 2.6654956 ... 1.5042763 1.4479334 1.4803425],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.2491116e-05 1.6323322e-05 2.2747030e-05 ... 1.4236954e-01 6.6392772e-02
 3.7692893e-02]",[4.1292806  4.380532   4.1896763  ... 0.35485032 0.41714457 0.43379602],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.8146689e-10 7.7573908e-08 2.5096570e-06 ... 3.6545414e-03 2.7076618e-03
 1.3642929e-03]",[6.208142   0.22046071 0.2568766  ... 0.29196134 0.2343266  0.19006942],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[5.8629546e-11 5.2454414e-09 2.0226490e-07 ... 1.2647021e-02 7.8309001e-03
 5.6927525e-03]",[3.158783  1.8437176 1.5415713 ... 1.2612195 1.2787862 1.1700792],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[4.5639656e-09 3.6018153e-07 8.4681133e-06 ... 8.8140732e-03 3.1061904e-03
 1.5518215e-03]",[4.284204  4.7580123 4.890359  ... 2.248228  2.478106  2.7974446],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[6.5120793e-09 3.8652871e-08 6.0442915e-07 ... 3.1112081e-03 2.2578025e-03
 1.4941045e-03]",[3.0826724  2.3025503  1.7826805  ... 0.92473876 0.8754726  0.8918787 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.9395456e-07 5.4610346e-06 5.6498844e-05 ... 5.3990029e-14 6.1080804e-15
 1.1021139e-14]",[0.07926449 0.4707139  1.1112297  ... 4.9136686  4.47586    3.57448   ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.6031648e-07 4.7236131e-06 2.8707724e-05 ... 3.1168644e-14 2.9508439e-14
 2.9827703e-14]",[3.1612263 3.2585404 3.515536  ... 3.5311599 3.0784185 3.241921 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[3.7034701e-07 4.7615245e-06 3.0464544e-05 ... 1.1416701e-14 1.2207847e-14
 8.3375037e-15]",[0.02027089 0.11998657 0.36005425 ... 2.9438162  1.8846633  0.9039764 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.8846891e-09 7.7974732e-08 1.1279337e-06 ... 3.5283517e-15 3.8535662e-15
 1.9157164e-15]",[5.500077  4.9658113 4.8942556 ... 2.1453142 3.6690392 1.6279001],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.8687669e-09 7.7223071e-08 1.1149179e-06 ... 2.4582338e-05 1.1471525e-06
 3.1012704e-08]",[5.500064  4.965805  4.892467  ... 1.3981472 1.726754  2.6971214],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.2190403e-08 8.5804396e-07 2.0533060e-05 ... 2.4326125e-04 2.5893758e-05
 1.9627159e-05]",[2.1879249 1.3028239 1.0945553 ... 4.40723   5.0938835 5.0509357],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.5942688e-09 1.1369438e-07 4.0174832e-06 ... 1.0434363e-05 3.6473033e-05
 1.7846623e-05]",[0.39424184 2.8008058  2.97388    ... 0.23179758 3.1158159  3.1025202 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[7.2092314e-09 3.1888564e-07 7.1709128e-06 ... 2.7017870e-06 1.0743052e-07
 4.2271826e-09]",[5.767078   4.982319   4.821714   ... 1.6609538  1.3099934  0.24118261],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[2.1945394e-09 6.4756939e-08 1.0157086e-06 ... 2.1228945e-09 2.0218138e-09
 7.2478240e-10]",[0.5017194 1.3547714 1.5828347 ... 6.2731857 6.268198  6.253308 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[2.8726069e-12 1.4696196e-11 1.9480919e-06 ... 1.0716007e-09 1.7734599e-09
 4.8781407e-10]",[6.2099013  4.5327716  0.21843944 ... 6.0392914  6.207634   6.1952834 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.8897861e-09 2.0130065e-07 6.1677465e-06 ... 4.7751819e-06 4.9797717e-07
 3.3068424e-08]",[0.01896661 0.0139704  0.01380537 ... 6.1179175  6.2082095  6.274099  ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.2766463e-12 2.5709149e-08 4.4212345e-07 ... 1.2021735e-06 7.8749160e-08
 1.1152250e-09]",[6.271192   0.13980255 0.37697184 ... 3.2444887  3.2386398  3.2508361 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[2.74633550e-07 6.52818881e-06 5.36243715e-05 ... 1.06678896e-01
 1.02371514e-01 8.48561972e-02]",[2.133582  2.1102629 2.2251117 ... 4.0469675 4.032156  4.018496 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np1_fr_med_0.avi,"[1.4179852e-14 7.2804644e-12 9.6068342e-10 ... 1.4307560e-01 1.3826297e-01
 1.2062669e-01]",[0.11534768 4.772045   4.790847   ... 1.3626113  1.4904457  1.6190126 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.1431677e-05 2.3156508e-05 7.5121010e-05 ... 2.3899932e-04 1.9056947e-04
 1.3906407e-04]",[0.969398   0.96795654 1.3333685  ... 1.7936556  1.8416017  1.8898987 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.4121849e-05 2.3421073e-05 4.2694600e-04 ... 1.5068491e-04 1.7289388e-04
 1.5336917e-04]",[1.1516107  1.6336806  0.15691216 ... 5.217387   5.1027145  5.0788217 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00011882 0.00020282 0.00098399 ... 0.00090003 0.00071873 0.00048347],[1.1661775 1.8256304 2.3547554 ... 4.72153   4.7203155 4.7127843],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.9526972e-06 1.7252294e-05 2.7329634e-05 ... 7.2020793e-04 4.9287558e-04
 2.6731033e-04]",[0.49469182 2.5568733  1.9653645  ... 1.4901727  1.4659878  1.4024329 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.9546435e-06 9.0748963e-06 2.4438996e-05 ... 2.5745290e-03 1.6484786e-03
 9.5031143e-04]",[0.49450004 1.2444013  1.7519482  ... 2.7336025  3.1180444  3.5243628 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.7395634e-05 4.2297011e-06 1.6658309e-05 ... 6.6861114e-03 4.3639392e-03
 1.9773860e-03]",[0.07069789 1.0014461  0.58229417 ... 4.704342   4.7100215  4.7209196 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.9544207e-06 9.0736976e-06 2.4441391e-05 ... 5.5393926e-03 3.8883225e-03
 1.9220724e-03]",[0.49450892 1.2448193  1.752425   ... 1.5441641  1.5456699  1.5597746 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[3.4992860e-05 3.9111059e-05 4.3923297e-05 ... 9.4361408e-03 5.4316618e-03
 1.8575913e-03]",[0.09918245 0.19493687 0.5343463  ... 1.5511839  1.5513985  1.5654869 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00012089 0.00019013 0.00042847 ... 0.0007086  0.00027822 0.00013792],[0.03498385 0.07933794 0.23436233 ... 5.2906847  5.969163   5.45835   ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.52226770e-05 1.77510796e-04 5.03685034e-04 ... 1.78603847e-02
 1.16916085e-02 4.64017224e-03]",[3.174639  3.1836414 3.2201192 ... 1.5540792 1.5574538 1.5721499],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00012988 0.00024515 0.00056761 ... 0.00465495 0.0035349  0.0019276 ],[0.03460876 0.05220232 0.10229116 ... 5.485387   5.5820613  5.701551  ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[6.6132612e-05 9.9861354e-05 5.6139228e-04 ... 5.2993172e-03 4.2026080e-03
 3.0831157e-03]",[5.696326  5.752605  5.825357  ... 1.5720421 1.5708517 1.5704205],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[5.0575502e-05 6.5049549e-05 1.6393125e-04 ... 4.9819373e-05 4.7467271e-05
 3.9490336e-05]",[5.565687   5.502287   4.934191   ... 5.8936734  5.899705   0.02944656],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00020903 0.0005474  0.00160562 ... 0.00091938 0.00076987 0.00054204],[1.138577  1.0035309 1.1748772 ... 5.430841  5.3780813 5.486127 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00020282 0.00054835 0.00129274 ... 0.00715503 0.00568654 0.0034087 ],[2.3383842 2.3908305 2.4011302 ... 3.2855184 3.150438  3.1757672],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[9.0075569e-05 4.0745316e-04 1.2282684e-03 ... 2.1513348e+00 1.4783866e+00
 8.5956532e-01]","[1.9469864e-03 6.2545152e+00 6.2695861e+00 ... 3.6710441e+00 3.7029796e+00
 3.7195795e+00]","(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.5382710e-06 1.8178110e-06 4.6399464e-06 ... 1.9032392e-05 1.3473903e-06
 1.6701263e-10]",[4.957573  5.088716  4.9945183 ... 4.677588  4.6984553 3.657742 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.9178065e-07 3.8237232e-07 1.1694062e-06 ... 1.4784764e-08 4.6811910e-10
 3.9215714e-12]",[0.37529036 1.8487151  1.8213556  ... 2.8075433  2.7147214  2.630557  ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[4.8488911e-11 1.9902194e-11 5.9353156e-10 ... 2.7912001e-03 8.2830642e-04
 3.5601371e-04]",[6.1537876 3.6901567 3.213079  ... 1.9873827 2.1197803 1.8138481],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[4.8554730e-11 1.9930316e-11 5.9289024e-10 ... 5.1892037e-03 2.9746706e-03
 2.2373074e-03]",[6.15149   3.7005794 3.2142882 ... 1.9557397 1.6307977 1.464834 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[3.4045766e-11 2.3256840e-10 1.3871881e-09 ... 4.6328413e-03 4.7728345e-03
 8.8053728e-03]",[2.2571447 2.968921  3.0569837 ... 5.4119477 3.9206333 3.4919417],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.5382287e-06 1.8177815e-06 4.6393743e-06 ... 2.7694015e-02 1.7864505e-02
 9.7178239e-03]",[4.9575944 5.0887194 4.9942946 ... 1.6525624 1.5182797 1.6925358],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.9164704e-07 3.8259674e-07 1.1704576e-06 ... 1.7006759e-02 9.3741864e-03
 5.0029918e-03]",[0.37549028 1.850547   1.8246595  ... 0.4854218  0.30240947 0.24766044],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00013449 0.0001754  0.00019746 ... 0.00348825 0.0014531  0.00055677],[6.16656    6.132478   5.916023   ... 0.28503427 0.09587719 0.03494358],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.8312169e-07 5.1901281e-07 3.0025883e-06 ... 5.7748612e-03 7.3830434e-04
 3.8432656e-05]",[3.5149915 4.5154552 4.5825257 ... 6.273884  6.2698383 6.2655973],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[4.0240314e-10 6.0394334e-10 6.0167892e-08 ... 1.0991983e-04 3.2332660e-05
 6.0331695e-06]",[2.7308621 2.934509  4.7119007 ... 5.39593   5.5369825 5.9171934],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[3.7906344e-07 1.1855955e-06 6.7726478e-06 ... 1.6636690e-02 5.2202963e-03
 7.1766943e-04]",[3.4103665 4.0886593 4.573932  ... 5.621916  5.632719  5.5103817],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.3833579e-06 5.5849646e-06 2.4319521e-05 ... 1.7960593e-02 5.7568941e-03
 9.1695308e-04]",[5.819803  4.8434467 4.7622457 ... 2.7305892 2.722564  2.6879473],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.6160097e-08 1.5437067e-07 7.4574672e-08 ... 6.5553625e-04 4.8200793e-05
 2.6328687e-06]",[5.3076735 4.96274   5.9389014 ... 5.4947004 4.906463  3.8750455],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.6916749e-08 1.5554653e-07 5.9847956e-08 ... 5.5679306e-03 1.9153469e-03
 5.6211336e-04]",[5.2800856  4.961576   5.9421     ... 0.28974512 0.08546806 0.0231688 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.6221888e-08 1.5444915e-07 7.4818189e-08 ... 9.8688753e-05 1.6502509e-05
 2.1166195e-05]",[5.305243  4.962707  5.9308844 ... 3.3972354 3.5781567 6.05973  ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.6900303e-08 1.5560286e-07 6.0731573e-08 ... 9.8666846e-05 1.6497874e-05
 2.1165995e-05]",[5.280838  4.961295  5.9012666 ... 3.397336  3.5783517 6.059738 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.2715883e-06 3.8382841e-06 5.3224205e-05 ... 3.0730742e-05 2.6234957e-05
 2.1155005e-05]",[3.256417  2.1013265 1.6785803 ... 5.5890265 5.962434  6.059595 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0239377e-06 2.9317937e-06 3.4225275e-06 ... 1.3294878e-03 4.3007030e-04
 1.7926676e-04]",[4.8093104 4.784488  4.678471  ... 1.9848113 2.2738316 2.3896017],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0832524e-05 2.8630498e-05 5.1107567e-05 ... 1.3253991e-03 7.6856819e-04
 3.7939966e-04]",[5.3294353  5.367663   5.241754   ... 0.3153694  0.27129915 0.31722263],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,[0.00014303 0.00020192 0.00022294 ... 0.00012447 0.0001627  0.00010225],[4.712096   4.689972   4.6837516  ... 0.24754442 0.08050196 0.04826387],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.2294811e-05 3.0752308e-05 4.1932501e-05 ... 4.8604525e-06 3.5010967e-06
 1.3262573e-06]",[2.225104  2.067244  1.9574599 ... 3.6449237 3.707808  4.2865014],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0249297e-05 2.9925723e-05 5.1792762e-05 ... 7.8535404e-06 6.6891362e-06
 5.2635210e-06]",[5.808114  5.760946  5.6101036 ... 2.669391  2.7575912 2.8527703],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.4670642e-04 4.0699515e-04 6.0342846e-04 ... 1.1898299e-05 9.4113684e-06
 5.0216854e-06]",[4.8669825  4.7860165  4.7467823  ... 0.43721256 0.51276594 0.5184366 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.3364683e-04 2.4993427e-04 3.6322919e-04 ... 4.4712824e-06 4.1661992e-06
 3.3109070e-06]",[2.5913572 3.0507536 3.7362754 ... 3.772379  3.8533628 3.8165565],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0621894e-05 4.1347375e-05 9.2882896e-05 ... 2.2299959e-05 8.9363084e-06
 5.9261697e-06]",[1.2645698  1.1632997  0.91863596 ... 6.2773304  6.222481   6.1615973 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0621899e-05 4.1347383e-05 9.2882903e-05 ... 2.4206315e-06 1.6893098e-06
 1.2858087e-06]",[1.2645698  1.1632996  0.91863596 ... 3.7961824  3.5596545  3.4547384 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0621896e-05 4.1347375e-05 9.2882903e-05 ... 1.8749566e-05 9.1112861e-06
 6.8211039e-06]",[1.2645698  1.1632996  0.91863596 ... 4.391529   4.29902    4.200856  ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0621894e-05 4.1347375e-05 9.2882910e-05 ... 3.5786654e-06 2.7984156e-06
 2.2377026e-06]",[1.26457    1.1632998  0.91863614 ... 5.8429384  3.9791148  3.9314742 ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[9.4480772e-04 1.3521803e-03 1.8800966e-03 ... 1.7709506e-04 7.2062416e-05
 5.9831764e-05]",[1.7763488 1.825928  1.8400401 ... 1.8058861 1.97325   2.0056467],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.3547785e-04 2.7547605e-04 3.8359151e-04 ... 1.9672765e-05 9.5731812e-06
 8.1020053e-06]",[6.2312737 6.1645765 5.9765925 ... 4.8745694 5.3045278 5.3797493],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[1.58697192e-04 1.48532126e-04 1.52835841e-04 ... 4.38828793e-05
 3.20884174e-05 1.49128955e-05]",[1.6300719  1.4184552  0.96952796 ... 6.1544504  6.131058   6.04517   ],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.1918796e-05 1.2600406e-04 2.0661217e-04 ... 7.5854477e-05 2.6987553e-05
 2.1192691e-05]",[5.6062846  5.3781548  5.2343655  ... 0.6546313  0.44073611 0.20163378],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.10138940e-04 3.35740275e-04 4.47929080e-04 ... 1.08781263e-04
 3.96751457e-05 1.02478725e-05]",[5.530888   5.5571585  5.5777965  ... 0.37829813 0.4631929  0.70616484],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[7.5098556e-05 1.4730738e-04 2.2018043e-04 ... 4.2503148e-06 3.6018344e-06
 2.7510928e-06]",[4.6714644 4.7762284 4.8385143 ... 2.8090882 2.7644856 2.9274564],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[2.0555648e-04 4.2797581e-04 6.2008994e-04 ... 4.1429863e-05 2.1108022e-05
 8.2783481e-06]",[2.9922857 2.9690576 2.9717817 ... 2.7964044 2.8279197 3.0196943],"(187500,)"
Empire_State_Building_Run-Up_climb_stairs_f_cm_np2_ba_med_2.avi,"[5.8996829e-05 1.7517955e-04 3.1184370e-04 ... 1.7990842e-05 1.2248562e-05
 5.5977639e-06]",[5.616263  5.6344957 5.629832  ... 4.7144814 4.601001  4.3750267],"(187500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.2136502e-17 1.9924812e-17
 3.6265749e-17]",[0.         0.         0.         ... 3.1596608  0.00685355 6.2329383 ],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9540477e-16 2.2349377e-16
 3.8605615e-16]",[0.        0.        0.        ... 2.6763134 1.6523645 1.3975532],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.5385994e-17 2.8539452e-16
 2.5980200e-16]",[0.        0.        0.        ... 3.1353068 1.8547819 2.7200236],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9468082e-16 5.5543537e-17
 2.9185455e-18]",[0.        0.        0.        ... 5.059113  4.6926107 1.5666302],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5608427e-16 1.5021638e-16
 5.3690030e-17]",[0.        0.        0.        ... 6.2482915 6.254995  6.256428 ],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4235259e-16 4.4431831e-17
 1.5067448e-16]",[0.        0.        0.        ... 3.0854578 1.5870506 2.948536 ],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.7136871e-16 2.4959440e-16
 1.7112652e-16]",[0.        0.        0.        ... 1.7268397 1.2501106 1.8859493],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.3117112e-16 1.8211285e-16
 1.6957253e-16]",[0.        0.        0.        ... 3.4863596 4.5091896 3.4783688],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.3990652e-16 5.8691118e-17
 6.7084751e-17]",[0.        0.        0.        ... 1.815818  3.1057105 4.6816387],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4013131e-17 2.5251758e-17
 1.0823377e-17]",[0.        0.        0.        ... 6.2421966 6.2508225 6.2581205],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.2699564e-16 1.5730300e-16
 9.4964960e-17]",[0.         0.         0.         ... 6.2173076  6.255808   0.20015787],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5177525e-16 1.5596079e-16
 1.1214330e-16]",[0.        0.        0.        ... 5.1008782 2.981545  6.1201057],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.1109089e-16 7.2084606e-16
 6.5611617e-16]",[0.        0.        0.        ... 1.1491978 1.7343595 1.6691777],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.2692066e-15 4.6055961e-16
 1.5134049e-15]",[0.        0.        0.        ... 1.9605196 1.1873463 0.6678566],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.5645896e-17 3.8637894e-17
 5.7794507e-17]",[0.        0.        0.        ... 1.5837413 1.5515437 1.5462502],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.5089286e-16 6.4160729e-16
 3.3284025e-16]",[0.        0.        0.        ... 1.4340142 3.334468  2.8671541],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.7786424e-15 1.0638919e-15
 5.8953001e-16]",[0.        0.        0.        ... 2.8971994 3.360469  3.149443 ],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.2830973e-16 2.8590859e-16
 7.6062884e-17]",[0.        0.        0.        ... 3.1835907 3.119845  1.5540724],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5261760e-15 1.9353140e-15
 1.6530262e-15]",[0.       0.       0.       ... 3.038154 2.979371 3.038312],"(170500,)"
Fellowship_6_climb_stairs_f_cm_np1_ba_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6804907e-17 3.1319209e-17
 2.9391666e-17]",[0.         0.         0.         ... 0.01697395 3.0730855  3.0686193 ],"(170500,)"
